,Product_Code,Warehouse,Product_Category,Date,Returns,month_year,year
863,Product_1470,Whse_J,Category_019,2017-04-19,1800.0,2017-04,2017
864,Product_0223,Whse_J,Category_007,2017-03-29,100.0,2017-03,2017
865,Product_0223,Whse_J,Category_007,2017-03-29,10.0,2017-03,2017
866,Product_0280,Whse_J,Category_021,2017-03-29,100.0,2017-03,2017
867,Product_0280,Whse_J,Category_021,2017-03-29,10.0,2017-03,2017
868,Product_0284,Whse_J,Category_021,2017-12-14,200.0,2017-12,2017
869,Product_1816,Whse_J,Category_031,2017-03-27,2.0,2017-03,2017
870,Product_1221,Whse_J,Category_006,2017-12-26,10000.0,2017-12,2017
871,Product_1886,Whse_J,Category_007,2017-02-24,100.0,2017-02,2017
872,Product_0344,Whse_J,Category_021,2017-05-28,1.0,2017-05,2017
873,Product_1385,Whse_J,Category_019,2017-09-28,350.0,2017-09,2017
874,Product_1385,Whse_J,Category_019,2017-10-01,350.0,2017-10,2017
875,Product_1817,Whse_J,Category_006,2017-06-26,2500.0,2017-06,2017
876,Product_0284,Whse_J,Category_021,2017-01-13,10.0,2017-01,2017
877,Product_0820,Whse_J,Category_001,2017-08-24,10.0,2017-08,2017
878,Product_1855,Whse_J,Category_001,2017-10-31,1.0,2017-10,2017
879,Product_1866,Whse_J,Category_001,2017-10-31,1.0,2017-10,2017
880,Product_1813,Whse_J,Category_006,2017-12-20,2500.0,2017-12,2017
881,Product_0228,Whse_J,Category_007,2017-09-10,12.0,2017-09,2017
882,Product_1044,Whse_J,Category_007,2017-06-01,100.0,2017-06,2017
883,Product_1495,Whse_J,Category_019,2017-09-06,50.0,2017-09,2017
884,Product_1540,Whse_J,Category_019,2017-09-06,200.0,2017-09,2017
885,Product_0014,Whse_J,Category_005,2017-01-17,1000.0,2017-01,2017
886,Product_0014,Whse_J,Category_005,2017-02-10,1000.0,2017-02,2017
887,Product_0036,Whse_J,Category_005,2017-02-10,500.0,2017-02,2017
888,Product_0685,Whse_J,Category_011,2017-04-18,50.0,2017-04,2017
889,Product_0620,Whse_J,Category_001,2017-08-08,1.0,2017-08,2017
890,Product_0011,Whse_J,Category_005,2017-02-09,100.0,2017-02,2017
891,Product_1878,Whse_J,Category_005,2017-04-19,100.0,2017-04,2017
892,Product_0004,Whse_J,Category_005,2017-09-14,100.0,2017-09,2017
893,Product_1806,Whse_J,Category_006,2017-04-17,5.0,2017-04,2017
894,Product_1498,Whse_J,Category_019,2017-09-04,250.0,2017-09,2017
895,Product_0979,Whse_J,Category_028,2017-04-17,100.0,2017-04,2017
896,Product_0984,Whse_J,Category_028,2017-04-17,100.0,2017-04,2017
897,Product_1540,Whse_J,Category_019,2017-06-21,5000.0,2017-06,2017
898,Product_0407,Whse_J,Category_019,2017-07-20,2000.0,2017-07,2017
899,Product_0631,Whse_J,Category_001,2017-10-05,1.0,2017-10,2017
900,Product_0620,Whse_J,Category_001,2017-07-06,2.0,2017-07,2017
901,Product_1315,Whse_J,Category_019,2017-04-17,300.0,2017-04,2017
902,Product_1387,Whse_J,Category_019,2017-04-17,300.0,2017-04,2017
903,Product_1495,Whse_J,Category_019,2017-04-17,250.0,2017-04,2017
904,Product_1512,Whse_J,Category_019,2017-04-17,300.0,2017-04,2017
905,Product_1493,Whse_J,Category_019,2017-03-02,250.0,2017-03,2017
906,Product_1532,Whse_J,Category_019,2017-03-02,125.0,2017-03,2017
907,Product_1467,Whse_J,Category_019,2017-11-15,2000.0,2017-11,2017
908,Product_0361,Whse_J,Category_007,2017-02-10,6.0,2017-02,2017
909,Product_1016,Whse_J,Category_007,2017-08-17,200.0,2017-08,2017
910,Product_0848,Whse_J,Category_021,2017-05-30,10.0,2017-05,2017
911,Product_2001,Whse_J,Category_005,2017-05-22,9000.0,2017-05,2017
912,Product_0025,Whse_J,Category_005,2017-03-08,400.0,2017-03,2017
913,Product_0670,Whse_J,Category_011,2017-07-20,4.0,2017-07,2017
914,Product_0056,Whse_J,Category_019,2017-07-20,200.0,2017-07,2017
915,Product_0621,Whse_J,Category_001,2017-02-22,1.0,2017-02,2017
916,Product_0791,Whse_J,Category_001,2017-05-28,5.0,2017-05,2017
917,Product_1973,Whse_J,Category_005,2017-07-30,1000.0,2017-07,2017
918,Product_1306,Whse_J,Category_019,2017-02-24,1000.0,2017-02,2017
919,Product_1308,Whse_J,Category_019,2017-10-09,9900.0,2017-10,2017
920,Product_1308,Whse_J,Category_019,2017-10-11,100.0,2017-10,2017
921,Product_0720,Whse_J,Category_001,2017-04-11,80.0,2017-04,2017
922,Product_0620,Whse_J,Category_001,2017-04-24,200.0,2017-04,2017
923,Product_1936,Whse_J,Category_001,2017-10-03,1.0,2017-10,2017
924,Product_0783,Whse_J,Category_001,2017-10-10,5.0,2017-10,2017
925,Product_0025,Whse_J,Category_005,2017-10-03,1000.0,2017-10,2017
926,Product_1765,Whse_J,Category_005,2017-12-25,1000.0,2017-12,2017
927,Product_1359,Whse_J,Category_019,2017-04-12,10000.0,2017-04,2017
928,Product_1452,Whse_J,Category_019,2017-04-24,2000.0,2017-04,2017
929,Product_1193,Whse_J,Category_019,2017-10-03,1000.0,2017-10,2017
930,Product_1360,Whse_J,Category_019,2017-10-03,3000.0,2017-10,2017
931,Product_1222,Whse_J,Category_019,2017-12-25,5200.0,2017-12,2017
932,Product_1364,Whse_J,Category_019,2017-12-25,2000.0,2017-12,2017
933,Product_1635,Whse_J,Category_019,2017-12-25,1000.0,2017-12,2017
934,Product_1382,Whse_J,Category_019,2017-12-27,4000.0,2017-12,2017
935,Product_0991,Whse_J,Category_028,2017-02-20,50.0,2017-02,2017
936,Product_1209,Whse_J,Category_019,2017-01-19,1000.0,2017-01,2017
937,Product_2037,Whse_J,Category_011,2017-03-22,1.0,2017-03,2017
938,Product_0769,Whse_J,Category_001,2017-03-05,250.0,2017-03,2017
939,Product_0773,Whse_J,Category_001,2017-03-05,175.0,2017-03,2017
940,Product_1021,Whse_J,Category_005,2017-03-05,200.0,2017-03,2017
941,Product_0248,Whse_J,Category_007,2017-04-16,11.0,2017-04,2017
942,Product_0288,Whse_J,Category_021,2017-03-23,10.0,2017-03,2017
943,Product_1797,Whse_J,Category_005,2017-09-10,20.0,2017-09,2017
944,Product_1344,Whse_J,Category_019,2017-04-25,2000.0,2017-04,2017
945,Product_1496,Whse_J,Category_019,2017-07-31,2000.0,2017-07,2017
946,Product_1016,Whse_J,Category_007,2017-04-27,200.0,2017-04,2017
947,Product_1565,Whse_J,Category_019,2017-03-13,600.0,2017-03,2017
948,Product_1533,Whse_J,Category_019,2017-08-29,100.0,2017-08,2017
949,Product_2011,Whse_J,Category_005,2017-03-01,100.0,2017-03,2017
950,Product_2011,Whse_J,Category_005,2017-08-06,100.0,2017-08,2017
951,Product_1886,Whse_J,Category_007,2017-11-19,100.0,2017-11,2017
952,Product_0743,Whse_J,Category_001,2017-07-02,25.0,2017-07,2017
953,Product_0033,Whse_J,Category_005,2017-01-23,4500.0,2017-01,2017
954,Product_1501,Whse_J,Category_019,2017-03-29,6250.0,2017-03,2017
955,Product_1432,Whse_J,Category_019,2017-06-04,1000.0,2017-06,2017
956,Product_1316,Whse_J,Category_019,2017-08-01,4000.0,2017-08,2017
957,Product_0116,Whse_J,Category_032,2017-07-02,12.0,2017-07,2017
958,Product_1361,Whse_J,Category_033,2017-05-09,50000.0,2017-05,2017
959,Product_1017,Whse_J,Category_007,2017-02-10,100.0,2017-02,2017
960,Product_1018,Whse_J,Category_007,2017-12-17,1000.0,2017-12,2017
961,Product_1852,Whse_J,Category_001,2017-02-15,2.0,2017-02,2017
962,Product_0621,Whse_J,Category_001,2017-04-24,16.0,2017-04,2017
963,Product_0713,Whse_J,Category_001,2017-10-04,5.0,2017-10,2017
964,Product_0608,Whse_J,Category_001,2017-11-09,2.0,2017-11,2017
965,Product_0755,Whse_J,Category_001,2017-11-09,25.0,2017-11,2017
966,Product_0756,Whse_J,Category_001,2017-11-09,25.0,2017-11,2017
967,Product_0758,Whse_J,Category_001,2017-11-09,25.0,2017-11,2017
968,Product_0760,Whse_J,Category_001,2017-11-09,25.0,2017-11,2017
969,Product_0761,Whse_J,Category_001,2017-11-09,25.0,2017-11,2017
970,Product_1797,Whse_J,Category_005,2017-07-25,40.0,2017-07,2017
971,Product_1356,Whse_J,Category_019,2017-03-06,1000.0,2017-03,2017
972,Product_1492,Whse_J,Category_019,2017-07-24,500.0,2017-07,2017
973,Product_2138,Whse_J,Category_009,2017-08-06,10.0,2017-08,2017
974,Product_0408,Whse_J,Category_019,2017-07-19,125.0,2017-07,2017
975,Product_0408,Whse_J,Category_019,2017-08-09,250.0,2017-08,2017
976,Product_0482,Whse_J,Category_015,2017-09-04,4.0,2017-09,2017
977,Product_1016,Whse_J,Category_007,2017-01-16,100.0,2017-01,2017
978,Product_0183,Whse_J,Category_007,2017-03-21,50.0,2017-03,2017
979,Product_0608,Whse_J,Category_001,2017-06-04,1.0,2017-06,2017
980,Product_0019,Whse_J,Category_005,2017-11-09,400.0,2017-11,2017
981,Product_1230,Whse_J,Category_019,2017-03-16,400.0,2017-03,2017
982,Product_1495,Whse_J,Category_019,2017-04-18,200.0,2017-04,2017
983,Product_0409,Whse_J,Category_019,2017-06-14,5.0,2017-06,2017
984,Product_0409,Whse_J,Category_019,2017-06-26,1.0,2017-06,2017
985,Product_1531,Whse_J,Category_019,2017-10-10,50.0,2017-10,2017
986,Product_0407,Whse_J,Category_019,2017-02-28,50.0,2017-02,2017
987,Product_0409,Whse_J,Category_019,2017-02-28,2.0,2017-02,2017
988,Product_0111,Whse_J,Category_032,2017-04-19,12.0,2017-04,2017
989,Product_0115,Whse_J,Category_032,2017-04-19,54.0,2017-04,2017
990,Product_0118,Whse_J,Category_032,2017-04-19,6.0,2017-04,2017
991,Product_0596,Whse_J,Category_032,2017-04-19,6.0,2017-04,2017
992,Product_0168,Whse_J,Category_021,2017-03-21,220.0,2017-03,2017
993,Product_0340,Whse_J,Category_021,2017-03-21,1.0,2017-03,2017
994,Product_0833,Whse_J,Category_019,2017-04-04,100.0,2017-04,2017
995,Product_2002,Whse_J,Category_005,2017-10-16,100.0,2017-10,2017
996,Product_1135,Whse_J,Category_005,2017-04-10,6000.0,2017-04,2017
997,Product_1380,Whse_J,Category_019,2017-08-27,200.0,2017-08,2017
998,Product_0040,Whse_J,Category_011,2017-03-22,100.0,2017-03,2017
999,Product_0455,Whse_J,Category_015,2017-03-28,24.0,2017-03,2017
1000,Product_0303,Whse_J,Category_015,2017-03-30,10.0,2017-03,2017
1001,Product_0500,Whse_J,Category_015,2017-09-12,1.0,2017-09,2017
1002,Product_0504,Whse_J,Category_015,2017-11-22,1.0,2017-11,2017
1003,Product_0513,Whse_J,Category_022,2017-10-03,8.0,2017-10,2017
1004,Product_0514,Whse_J,Category_022,2017-10-30,12.0,2017-10,2017
1005,Product_0517,Whse_J,Category_022,2017-10-30,2.0,2017-10,2017
1006,Product_0520,Whse_J,Category_022,2017-10-30,1.0,2017-10,2017
1007,Product_0529,Whse_J,Category_022,2017-10-30,1.0,2017-10,2017
1008,Product_0534,Whse_J,Category_022,2017-10-30,3.0,2017-10,2017
1009,Product_0394,Whse_J,Category_007,2017-01-13,1.0,2017-01,2017
1010,Product_1114,Whse_J,Category_007,2017-01-25,1200.0,2017-01,2017
1011,Product_0224,Whse_J,Category_007,2017-05-01,480.0,2017-05,2017
1012,Product_0248,Whse_J,Category_007,2017-11-13,400.0,2017-11,2017
1013,Product_0548,Whse_J,Category_013,2017-02-21,60.0,2017-02,2017
1014,Product_0174,Whse_J,Category_021,2017-02-21,300.0,2017-02,2017
1015,Product_0337,Whse_J,Category_021,2017-03-09,50.0,2017-03,2017
1016,Product_0173,Whse_J,Category_021,2017-05-21,10.0,2017-05,2017
1017,Product_0331,Whse_J,Category_021,2017-08-07,37.0,2017-08,2017
1018,Product_1678,Whse_J,Category_021,2017-09-19,2.0,2017-09,2017
1019,Product_0840,Whse_J,Category_021,2017-11-29,250.0,2017-11,2017
1020,Product_0289,Whse_J,Category_024,2017-01-13,23.0,2017-01,2017
1021,Product_2163,Whse_J,Category_024,2017-04-20,10.0,2017-04,2017
1022,Product_0290,Whse_J,Category_024,2017-04-25,90.0,2017-04,2017
1023,Product_1948,Whse_J,Category_001,2017-02-14,3.0,2017-02,2017
1024,Product_1932,Whse_J,Category_001,2017-02-14,5.0,2017-02,2017
1025,Product_1920,Whse_J,Category_001,2017-03-07,1.0,2017-03,2017
1026,Product_0747,Whse_J,Category_001,2017-04-04,10.0,2017-04,2017
1027,Product_0788,Whse_J,Category_001,2017-04-04,10.0,2017-04,2017
1028,Product_1750,Whse_J,Category_001,2017-11-02,1.0,2017-11,2017
1029,Product_0258,Whse_J,Category_001,2017-11-27,2.0,2017-11,2017
1030,Product_1822,Whse_J,Category_018,2016-12-28,1.0,2016-12,2016
1031,Product_1294,Whse_J,Category_019,2017-04-04,3000.0,2017-04,2017
1032,Product_1296,Whse_J,Category_019,2017-04-04,3000.0,2017-04,2017
1033,Product_1310,Whse_J,Category_019,2017-04-04,300.0,2017-04,2017
1034,Product_1508,Whse_J,Category_019,2017-08-03,100.0,2017-08,2017
1035,Product_1200,Whse_J,Category_019,2017-10-02,100.0,2017-10,2017
1036,Product_0407,Whse_J,Category_019,2017-10-10,750.0,2017-10,2017
1037,Product_0956,Whse_J,Category_028,2017-08-01,1.0,2017-08,2017
1038,Product_1897,Whse_J,Category_021,2017-03-30,20.0,2017-03,2017
1039,Product_0264,Whse_J,Category_001,2016-12-28,1.0,2016-12,2016
1040,Product_0267,Whse_J,Category_001,2016-12-28,1.0,2016-12,2016
1041,Product_1222,Whse_J,Category_019,2017-11-29,1000.0,2017-11,2017
1042,Product_1947,Whse_J,Category_001,2017-10-04,1.0,2017-10,2017
1043,Product_1950,Whse_J,Category_001,2017-10-04,1.0,2017-10,2017
1044,Product_1399,Whse_J,Category_019,2017-08-29,1000.0,2017-08,2017
1045,Product_1272,Whse_J,Category_019,2017-10-10,1000.0,2017-10,2017
1046,Product_1670,Whse_J,Category_026,2017-08-07,50.0,2017-08,2017
1047,Product_1672,Whse_J,Category_026,2017-08-07,50.0,2017-08,2017
1048,Product_1659,Whse_J,Category_026,2017-08-08,60.0,2017-08,2017
1049,Product_1667,Whse_J,Category_026,2017-09-26,2.0,2017-09,2017
1050,Product_0178,Whse_J,Category_007,2017-11-08,10.0,2017-11,2017
1051,Product_0344,Whse_J,Category_021,2017-06-26,3.0,2017-06,2017
1052,Product_0345,Whse_J,Category_021,2017-06-26,3.0,2017-06,2017
1053,Product_1926,Whse_J,Category_001,2017-08-31,1.0,2017-08,2017
1054,Product_1938,Whse_J,Category_001,2017-08-31,1.0,2017-08,2017
1055,Product_0214,Whse_J,Category_007,2017-05-31,240.0,2017-05,2017
1056,Product_0344,Whse_J,Category_021,2017-05-10,20.0,2017-05,2017
1057,Product_0344,Whse_J,Category_021,2017-05-16,20.0,2017-05,2017
1058,Product_1016,Whse_J,Category_007,2017-08-06,100.0,2017-08,2017
1059,Product_1023,Whse_J,Category_007,2017-11-19,100.0,2017-11,2017
1060,Product_1477,Whse_J,Category_019,2017-03-15,100.0,2017-03,2017
1061,Product_2167,Whse_J,Category_024,2017-02-14,7.0,2017-02,2017
1062,Product_0345,Whse_J,Category_021,2017-09-20,30.0,2017-09,2017
1063,Product_0345,Whse_J,Category_021,2017-09-20,10.0,2017-09,2017
1064,Product_1091,Whse_J,Category_024,2017-08-20,7.0,2017-08,2017
1065,Product_1294,Whse_J,Category_019,2017-12-04,100000.0,2017-12,2017
1066,Product_1534,Whse_J,Category_019,2017-03-21,200.0,2017-03,2017
1067,Product_1175,Whse_J,Category_026,2017-07-05,50.0,2017-07,2017
1068,Product_0023,Whse_J,Category_005,2017-02-14,100.0,2017-02,2017
1069,Product_0020,Whse_J,Category_005,2017-11-27,100.0,2017-11,2017
1070,Product_1992,Whse_J,Category_005,2017-02-07,1000.0,2017-02,2017
1071,Product_1781,Whse_J,Category_018,2017-05-01,1.0,2017-05,2017
1072,Product_1783,Whse_J,Category_018,2017-05-01,3.0,2017-05,2017
1073,Product_0432,Whse_J,Category_018,2017-05-01,1.0,2017-05,2017
1074,Product_1786,Whse_J,Category_018,2017-05-01,5.0,2017-05,2017
1075,Product_1359,Whse_J,Category_019,2017-02-09,10000.0,2017-02,2017
1076,Product_1403,Whse_J,Category_019,2017-02-09,10000.0,2017-02,2017
1077,Product_1344,Whse_J,Category_019,2017-02-16,2000.0,2017-02,2017
1078,Product_0803,Whse_J,Category_001,2017-10-29,2.0,2017-10,2017
1079,Product_0790,Whse_J,Category_001,2017-01-06,5.0,2017-01,2017
1080,Product_1264,Whse_J,Category_019,2017-02-15,1000.0,2017-02,2017
1081,Product_1264,Whse_J,Category_019,2017-07-04,1000.0,2017-07,2017
1082,Product_0117,Whse_J,Category_032,2017-04-17,60.0,2017-04,2017
1083,Product_0593,Whse_J,Category_032,2017-04-17,60.0,2017-04,2017
1084,Product_1798,Whse_J,Category_005,2017-03-22,20.0,2017-03,2017
1085,Product_1381,Whse_J,Category_019,2017-11-26,1000.0,2017-11,2017
1086,Product_1463,Whse_J,Category_019,2017-12-11,4000.0,2017-12,2017
1087,Product_1540,Whse_J,Category_019,2017-12-11,3000.0,2017-12,2017
1088,Product_1554,Whse_J,Category_019,2017-12-05,3000.0,2017-12,2017
1089,Product_1710,Whse_J,Category_026,2017-02-08,1.0,2017-02,2017
1090,Product_2039,Whse_J,Category_011,2017-02-28,9.0,2017-02,2017
1091,Product_0660,Whse_J,Category_011,2017-07-04,10.0,2017-07,2017
1092,Product_0179,Whse_J,Category_007,2017-11-27,90.0,2017-11,2017
1093,Product_0845,Whse_J,Category_021,2017-06-12,30.0,2017-06,2017
1094,Product_0276,Whse_J,Category_021,2017-11-27,90.0,2017-11,2017
1095,Product_1826,Whse_J,Category_006,2017-11-01,1500.0,2017-11,2017
1096,Product_1224,Whse_J,Category_019,2017-03-27,1000.0,2017-03,2017
1097,Product_0093,Whse_J,Category_019,2017-07-11,500.0,2017-07,2017
1098,Product_1418,Whse_J,Category_019,2017-08-17,5000.0,2017-08,2017
1099,Product_0042,Whse_J,Category_011,2017-03-02,100.0,2017-03,2017
1100,Product_0664,Whse_J,Category_011,2017-03-15,10.0,2017-03,2017
1101,Product_0443,Whse_J,Category_015,2017-02-14,2.0,2017-02,2017
1102,Product_0461,Whse_J,Category_015,2017-02-14,2.0,2017-02,2017
1103,Product_0199,Whse_J,Category_007,2017-07-17,20.0,2017-07,2017
1104,Product_0249,Whse_J,Category_007,2017-11-20,76.0,2017-11,2017
1105,Product_0278,Whse_J,Category_021,2017-04-23,10.0,2017-04,2017
1106,Product_0282,Whse_J,Category_021,2017-04-23,30.0,2017-04,2017
1107,Product_0353,Whse_J,Category_021,2017-11-13,1.0,2017-11,2017
1108,Product_2163,Whse_J,Category_024,2017-06-25,7.0,2017-06,2017
1109,Product_1124,Whse_J,Category_007,2017-01-31,4.0,2017-01,2017
1110,Product_1123,Whse_J,Category_007,2017-03-26,1.0,2017-03,2017
1111,Product_1760,Whse_J,Category_001,2017-05-24,1.0,2017-05,2017
1112,Product_1817,Whse_J,Category_006,2017-05-30,2500.0,2017-05,2017
1113,Product_1825,Whse_J,Category_006,2017-05-30,2500.0,2017-05,2017
1114,Product_0841,Whse_J,Category_021,2017-03-29,10.0,2017-03,2017
1115,Product_0109,Whse_J,Category_006,2017-02-07,20000.0,2017-02,2017
1116,Product_1224,Whse_J,Category_019,2017-02-07,15000.0,2017-02,2017
1117,Product_0845,Whse_J,Category_021,2017-06-25,70.0,2017-06,2017
1118,Product_1286,Whse_J,Category_019,2017-08-21,1000.0,2017-08,2017
1119,Product_1294,Whse_J,Category_019,2017-08-21,1000.0,2017-08,2017
1120,Product_1377,Whse_J,Category_019,2017-08-21,1000.0,2017-08,2017
1121,Product_1382,Whse_J,Category_019,2017-08-21,1000.0,2017-08,2017
1122,Product_1410,Whse_J,Category_019,2017-07-10,5000.0,2017-07,2017
1123,Product_0178,Whse_J,Category_007,2017-11-02,40.0,2017-11,2017
1124,Product_0275,Whse_J,Category_021,2017-11-02,40.0,2017-11,2017
1125,Product_1966,Whse_J,Category_005,2017-06-19,100.0,2017-06,2017
1126,Product_1427,Whse_J,Category_019,2017-04-23,5000.0,2017-04,2017
1127,Product_1451,Whse_J,Category_019,2017-10-02,3000.0,2017-10,2017
1128,Product_0408,Whse_J,Category_019,2017-01-25,25.0,2017-01,2017
1129,Product_0410,Whse_J,Category_019,2017-01-25,1.0,2017-01,2017
1130,Product_1352,Whse_J,Category_019,2017-01-25,3000.0,2017-01,2017
1131,Product_1359,Whse_J,Category_019,2017-01-25,1000.0,2017-01,2017
1132,Product_1392,Whse_J,Category_019,2017-10-12,100.0,2017-10,2017
1133,Product_1359,Whse_J,Category_019,2017-06-25,20000.0,2017-06,2017
1134,Product_1815,Whse_J,Category_031,2017-10-30,2.0,2017-10,2017
1135,Product_1969,Whse_J,Category_005,2017-03-14,100.0,2017-03,2017
1136,Product_1686,Whse_J,Category_021,2017-11-13,13.0,2017-11,2017
1137,Product_0022,Whse_J,Category_005,2017-01-11,300.0,2017-01,2017
1138,Product_0022,Whse_J,Category_005,2017-06-06,100.0,2017-06,2017
1139,Product_0043,Whse_J,Category_005,2017-10-16,500.0,2017-10,2017
1140,Product_1653,Whse_J,Category_019,2017-01-11,500.0,2017-01,2017
1141,Product_0983,Whse_J,Category_028,2017-03-01,500.0,2017-03,2017
1142,Product_1359,Whse_J,Category_019,2017-09-13,500000.0,2017-09,2017
1143,Product_1025,Whse_J,Category_007,2017-03-27,5.0,2017-03,2017
1144,Product_1016,Whse_J,Category_007,2017-10-18,300.0,2017-10,2017
1145,Product_0499,Whse_J,Category_015,2017-01-17,4.0,2017-01,2017
1146,Product_2142,Whse_J,Category_009,2017-09-10,1.0,2017-09,2017
1147,Product_1949,Whse_J,Category_001,2017-09-10,3.0,2017-09,2017
1148,Product_1404,Whse_J,Category_019,2017-01-23,2000.0,2017-01,2017
1149,Product_1532,Whse_J,Category_019,2017-05-11,500.0,2017-05,2017
1150,Product_1435,Whse_J,Category_019,2017-07-17,1000.0,2017-07,2017
1151,Product_1481,Whse_J,Category_019,2017-07-17,1000.0,2017-07,2017
1152,Product_1522,Whse_J,Category_019,2017-07-17,1000.0,2017-07,2017
1153,Product_1392,Whse_J,Category_019,2017-09-24,500.0,2017-09,2017
1154,Product_1971,Whse_J,Category_005,2017-12-10,1000.0,2017-12,2017
1155,Product_1934,Whse_J,Category_001,2017-09-04,1.0,2017-09,2017
1156,Product_1025,Whse_J,Category_007,2017-04-23,1.0,2017-04,2017
1157,Product_1886,Whse_J,Category_007,2017-06-14,200.0,2017-06,2017
1158,Product_1685,Whse_J,Category_021,2017-03-19,2.0,2017-03,2017
1159,Product_0747,Whse_J,Category_001,2017-03-12,17.0,2017-03,2017
1160,Product_0763,Whse_J,Category_001,2017-03-12,26.0,2017-03,2017
1161,Product_0788,Whse_J,Category_001,2017-03-12,18.0,2017-03,2017
1162,Product_0797,Whse_J,Category_001,2017-03-12,3.0,2017-03,2017
1163,Product_0787,Whse_J,Category_001,2017-03-28,50.0,2017-03,2017
1164,Product_0720,Whse_J,Category_001,2017-07-18,5.0,2017-07,2017
1165,Product_0738,Whse_J,Category_001,2017-07-18,5.0,2017-07,2017
1166,Product_0767,Whse_J,Category_001,2017-08-23,25.0,2017-08,2017
1167,Product_0940,Whse_J,Category_005,2017-04-04,100.0,2017-04,2017
1168,Product_0942,Whse_J,Category_005,2017-04-04,100.0,2017-04,2017
1169,Product_2025,Whse_J,Category_005,2017-04-04,100.0,2017-04,2017
1170,Product_2027,Whse_J,Category_005,2017-04-04,100.0,2017-04,2017
1171,Product_1997,Whse_J,Category_005,2017-04-11,1000.0,2017-04,2017
1172,Product_0031,Whse_J,Category_005,2017-06-15,2000.0,2017-06,2017
1173,Product_1452,Whse_J,Category_019,2017-01-13,9900.0,2017-01,2017
1174,Product_1274,Whse_J,Category_019,2017-04-04,4000.0,2017-04,2017
1175,Product_1222,Whse_J,Category_019,2017-12-21,500.0,2017-12,2017
1176,Product_1659,Whse_J,Category_026,2017-01-12,12.0,2017-01,2017
1177,Product_0979,Whse_J,Category_028,2017-10-23,100.0,2017-10,2017
1178,Product_0110,Whse_J,Category_032,2017-07-18,240.0,2017-07,2017
1179,Product_1350,Whse_J,Category_019,2017-08-03,5000.0,2017-08,2017
1180,Product_0407,Whse_J,Category_019,2017-11-16,300.0,2017-11,2017
1181,Product_0409,Whse_J,Category_019,2017-11-16,10.0,2017-11,2017
1182,Product_1286,Whse_J,Category_019,2017-03-14,10000.0,2017-03,2017
1183,Product_0503,Whse_J,Category_015,2017-08-22,1.0,2017-08,2017
1184,Product_1378,Whse_J,Category_019,2017-07-11,3500.0,2017-07,2017
1185,Product_1294,Whse_J,Category_019,2017-07-19,1500.0,2017-07,2017
1186,Product_1377,Whse_J,Category_019,2017-07-19,1000.0,2017-07,2017
1187,Product_1452,Whse_J,Category_019,2017-07-19,1500.0,2017-07,2017
1188,Product_1995,Whse_J,Category_019,2017-10-04,900.0,2017-10,2017
1189,Product_1508,Whse_J,Category_019,2017-10-09,300.0,2017-10,2017
1190,Product_1239,Whse_J,Category_019,2017-10-09,500.0,2017-10,2017
1191,Product_0407,Whse_J,Category_019,2017-01-25,25.0,2017-01,2017
1192,Product_1932,Whse_J,Category_001,2017-03-05,2.0,2017-03,2017
1193,Product_1680,Whse_J,Category_021,2017-02-24,4.0,2017-02,2017
1194,Product_1227,Whse_J,Category_019,2017-04-11,1000.0,2017-04,2017
1195,Product_1430,Whse_J,Category_019,2017-01-24,3000.0,2017-01,2017
1196,Product_1963,Whse_J,Category_001,2017-09-07,1.0,2017-09,2017
1197,Product_1427,Whse_J,Category_019,2017-12-20,500.0,2017-12,2017
1198,Product_0158,Whse_J,Category_021,2017-05-23,8.0,2017-05,2017
1199,Product_1360,Whse_J,Category_019,2017-08-01,16000.0,2017-08,2017
1200,Product_0767,Whse_J,Category_001,2017-07-10,25.0,2017-07,2017
1201,Product_0749,Whse_J,Category_001,2017-09-03,5.0,2017-09,2017
1202,Product_0721,Whse_J,Category_001,2017-11-12,1.0,2017-11,2017
1203,Product_1435,Whse_J,Category_019,2017-09-26,2000.0,2017-09,2017
1204,Product_0643,Whse_J,Category_028,2017-05-22,2.0,2017-05,2017
1205,Product_0984,Whse_J,Category_028,2017-05-22,7000.0,2017-05,2017
1206,Product_1988,Whse_J,Category_005,2017-11-30,15000.0,2017-11,2017
1207,Product_1991,Whse_J,Category_005,2017-01-20,100.0,2017-01,2017
1208,Product_1222,Whse_J,Category_019,2017-01-20,100.0,2017-01,2017
1209,Product_1501,Whse_J,Category_019,2017-07-25,500.0,2017-07,2017
1210,Product_0443,Whse_J,Category_015,2017-02-28,16.0,2017-02,2017
1211,Product_0448,Whse_J,Category_015,2017-11-27,3.0,2017-11,2017
1212,Product_0451,Whse_J,Category_015,2017-11-27,2.0,2017-11,2017
1213,Product_0453,Whse_J,Category_015,2017-11-27,16.0,2017-11,2017
1214,Product_0461,Whse_J,Category_015,2017-11-27,2.0,2017-11,2017
1215,Product_0497,Whse_J,Category_015,2017-11-27,7.0,2017-11,2017
1216,Product_1722,Whse_J,Category_003,2017-03-15,1.0,2017-03,2017
1217,Product_1122,Whse_J,Category_007,2017-04-06,20.0,2017-04,2017
1218,Product_0323,Whse_J,Category_007,2017-07-30,3.0,2017-07,2017
1219,Product_1119,Whse_J,Category_007,2017-12-20,3.0,2017-12,2017
1220,Product_1140,Whse_J,Category_009,2017-10-12,200.0,2017-10,2017
1221,Product_0334,Whse_J,Category_021,2017-04-06,6.0,2017-04,2017
